feature1,feature2,target
5.7268,2.6068,1.0000
4.3459,18.6340,1.0000
9.8435,0.1967,1.0000
16.1081,12.1707,1.0000
7.9621,14.2540,1.0000
4.2062,16.7473,1.0000
0.0260,3.6759,1.0000
0.3618,7.0841,1.0000
4.6978,7.4615,1.0000
10.0334,13.8798,1.0000
11.0257,11.7630,1.0000
21.2303,8.1346,1.0000
-0.2084,16.6597,1.0000
22.8511,11.3110,1.0000
15.8767,5.4107,1.0000
11.2997,14.4592,1.0000
12.6500,6.2221,1.0000
21.4144,11.2097,1.0000
16.5114,12.8405,1.0000
16.1157,16.5328,1.0000
8.4869,15.8358,1.0000
25.1232,23.9929,1.0000
15.3483,21.8108,1.0000
0.8442,20.3068,1.0000
10.5241,-2.5085,1.0000
11.1565,16.8341,1.0000
5.1278,23.5599,1.0000
19.4446,1.0742,1.0000
17.0636,10.7838,1.0000
6.1382,7.7836,1.0000
6.8850,1.4861,1.0000
6.8617,14.8488,1.0000
19.9816,20.2084,1.0000
5.9865,9.1793,1.0000
3.9844,17.2100,1.0000
-1.5371,0.4571,1.0000
5.5491,11.7603,1.0000
7.7520,10.2314,1.0000
10.3327,11.6330,1.0000
2.7588,7.6245,1.0000
14.0433,11.9616,1.0000
17.6531,4.7764,1.0000
16.3438,20.2664,1.0000
9.0019,11.8615,1.0000
11.5763,13.7497,1.0000
12.7154,20.2864,1.0000
13.5936,16.0515,1.0000
12.3207,2.7076,1.0000
13.0335,8.3903,1.0000
5.5544,3.7394,1.0000
9.5072,5.7478,1.0000
24.2777,21.1774,1.0000
8.1315,14.9641,1.0000
18.0987,8.7901,1.0000
22.9376,16.4548,1.0000
9.2880,-2.5951,1.0000
3.2383,12.2308,1.0000
6.9322,9.8547,1.0000
4.4888,11.7285,1.0000
6.7919,-0.8689,1.0000
7.6085,5.9958,1.0000
-0.8616,19.9622,1.0000
9.4676,7.7119,1.0000
15.2526,9.4218,1.0000
15.3711,-0.3646,1.0000
2.7434,13.8166,1.0000
20.4433,10.2101,1.0000
11.5150,4.2359,1.0000
9.7904,5.0374,1.0000
8.8783,15.0560,1.0000
-3.9913,11.4912,1.0000
4.3682,5.4739,1.0000
17.9672,12.0681,1.0000
16.5354,-2.3464,1.0000
7.1285,6.8243,1.0000
5.8740,13.0816,1.0000
16.2715,2.2525,1.0000
3.2614,1.2363,1.0000
18.0332,6.3969,1.0000
9.2903,7.6745,1.0000
3.2544,12.6128,1.0000
12.6812,16.5893,1.0000
8.4221,7.9204,1.0000
5.9013,20.4170,1.0000
17.0530,9.7173,1.0000
14.5428,5.8991,1.0000
24.3813,5.8590,1.0000
7.3422,7.4028,1.0000
21.9086,11.0332,1.0000
17.5909,9.2293,1.0000
1.5092,15.4284,1.0000
5.6148,0.7703,1.0000
7.0875,14.4216,1.0000
22.3500,0.2877,1.0000
-5.3934,16.5111,1.0000
12.1004,6.0557,1.0000
12.9285,15.1061,1.0000
23.3845,9.0876,1.0000
18.9586,6.8377,1.0000
6.4323,12.9664,1.0000
2.1952,0.8863,1.0000
16.7424,-3.7415,1.0000
10.7934,7.7268,1.0000
7.3889,0.6739,1.0000
-4.2513,5.3736,1.0000
1.8435,7.0221,1.0000
10.6163,4.8077,1.0000
2.4923,12.0303,1.0000
4.6672,3.2833,1.0000
7.9059,11.9984,1.0000
24.7612,21.2949,1.0000
1.1563,0.7303,1.0000
10.4530,13.8990,1.0000
9.0781,25.2063,1.0000
18.2395,21.4804,1.0000
7.0749,3.7218,1.0000
2.5080,9.2035,1.0000
1.1916,5.5635,1.0000
6.9846,16.6100,1.0000
6.6899,0.1506,1.0000
6.8677,11.3201,1.0000
13.9264,3.5484,1.0000
14.5316,19.7078,1.0000
