feature1,feature2,target
9.9770,10.0829,1.0000
11.1395,7.2643,1.0000
7.7754,9.6082,1.0000
6.5087,8.0961,1.0000
6.6029,3.3419,1.0000
8.6698,11.4049,1.0000
7.2559,8.1686,1.0000
7.0938,6.5181,1.0000
8.2722,10.1459,1.0000
12.4317,9.6530,1.0000
6.0773,5.1460,1.0000
10.6137,8.6334,1.0000
6.7791,5.8877,1.0000
6.3846,10.4668,1.0000
7.9553,5.1991,1.0000
9.7452,8.6202,1.0000
7.4177,9.2154,1.0000
6.3446,9.9278,1.0000
5.1503,6.1931,1.0000
5.2462,7.1669,1.0000
6.4851,7.2747,1.0000
8.0095,9.1085,1.0000
8.2931,8.5037,1.0000
11.2086,7.4670,1.0000
5.0833,9.9028,1.0000
11.6717,8.3746,1.0000
9.6791,6.6888,1.0000
8.3714,9.2741,1.0000
8.7572,6.9206,1.0000
11.2613,8.3456,1.0000
9.8604,8.8116,1.0000
9.7473,9.8665,1.0000
7.5677,9.6674,1.0000
12.3209,11.9980,1.0000
9.5281,11.3745,1.0000
5.3841,10.9448,1.0000
8.1498,4.4261,1.0000
8.3304,9.9526,1.0000
6.6079,11.8743,1.0000
10.6985,5.4498,1.0000
10.0182,8.2239,1.0000
6.8966,7.3667,1.0000
7.1100,5.5675,1.0000
7.1034,9.3854,1.0000
10.8519,10.9167,1.0000
6.8533,7.7655,1.0000
6.2813,10.0600,1.0000
4.7037,5.2734,1.0000
6.7283,8.5029,1.0000
7.3577,8.0661,1.0000
8.0951,8.4666,1.0000
5.9311,7.3213,1.0000
9.1552,8.5605,1.0000
10.1866,6.5076,1.0000
9.8125,10.9332,1.0000
7.7148,8.5319,1.0000
8.4504,9.0713,1.0000
8.7758,10.9390,1.0000
9.0267,9.7290,1.0000
8.6631,5.9165,1.0000
8.8667,7.5401,1.0000
6.7298,6.2113,1.0000
7.8592,6.7851,1.0000
12.0793,11.1935,1.0000
7.4661,9.4183,1.0000
10.3139,7.6543,1.0000
11.6965,9.8442,1.0000
7.7966,4.4014,1.0000
6.0681,8.6374,1.0000
7.1235,7.9585,1.0000
6.4254,8.4938,1.0000
7.0834,4.8946,1.0000
7.3167,6.8559,1.0000
4.8967,10.8464,1.0000
7.8479,7.3463,1.0000
9.5007,7.8348,1.0000
9.5346,5.0387,1.0000
5.9267,9.0905,1.0000
10.9838,8.0600,1.0000
8.4329,6.3531,1.0000
7.9401,6.5821,1.0000
7.6795,9.4446,1.0000
4.0025,8.4261,1.0000
6.3909,6.7068,1.0000
10.2763,8.5909,1.0000
9.8673,4.4725,1.0000
7.1796,7.0927,1.0000
6.8211,8.8805,1.0000
9.7918,5.7864,1.0000
6.0747,5.4961,1.0000
10.2952,6.9705,1.0000
7.7972,7.3356,1.0000
6.0727,8.7465,1.0000
8.7661,9.8827,1.0000
7.5492,7.4058,1.0000
6.8290,10.9763,1.0000
10.0151,7.9192,1.0000
9.2979,6.8283,1.0000
12.1089,6.8169,1.0000
7.2406,7.2579,1.0000
11.4025,8.2952,1.0000
10.1688,7.7798,1.0000
5.5741,9.5510,1.0000
6.7471,5.3630,1.0000
7.1678,9.2633,1.0000
11.5286,5.2250,1.0000
3.6019,9.8603,1.0000
8.6001,6.8731,1.0000
8.8367,9.4589,1.0000
11.8241,7.7393,1.0000
10.5596,7.0965,1.0000
6.9807,8.8475,1.0000
5.7701,5.3961,1.0000
9.9264,4.0738,1.0000
8.2267,7.3505,1.0000
7.2540,5.3354,1.0000
3.9282,6.6782,1.0000
5.6696,7.1492,1.0000
8.1761,6.5165,1.0000
5.8549,8.5801,1.0000
6.4763,6.0809,1.0000
7.4017,8.5710,1.0000
12.2175,11.2271,1.0000
5.4732,5.3515,1.0000
8.1294,9.1140,1.0000
7.7366,12.3447,1.0000
10.3541,11.2801,1.0000
7.1643,6.2062,1.0000
5.8594,7.7724,1.0000
5.4833,6.7324,1.0000
7.1385,9.8886,1.0000
7.0542,5.1859,1.0000
7.1051,8.3772,1.0000
9.1218,6.1567,1.0000
9.2948,10.7737,1.0000
